event_date,feature,event_name,user_count,platform
2025-01-09,Search,export_click,208,Web
2025-01-09,Security & Compliance,feature_used,110,Mobile
2025-01-10,API,click,233,Web
2025-01-10,Billing,feature_used,162,Mobile
2025-01-10,Dashboard,feature_used,500,Mobile
2025-01-10,Export,session_start,268,Web
2025-01-10,Mobile App,feature_used,293,Web
2025-01-10,Notifications,feature_used,186,Mobile
2025-01-10,Onboarding,feature_used,347,Web
2025-01-10,Reporting,feature_used,199,Mobile
2025-01-10,Search,feature_used,235,Web
2025-01-10,Security & Compliance,feature_used,108,Mobile
2025-01-11,API,feature_used,120,Mobile
2025-01-11,Billing,feature_used,110,Web
2025-01-11,Dashboard,session_start,322,Mobile
2025-01-11,Export,feature_used,142,Web
2025-01-11,Mobile App,feature_used,176,Web
2025-01-11,Notifications,session_start,147,Web
2025-01-11,Onboarding,click,218,Web
2025-01-11,Reporting,feature_used,115,Web
2025-01-11,Search,feature_used,143,Web
2025-01-11,Security & Compliance,session_start,69,Web
2025-01-12,API,session_start,154,Web
2025-01-12,Billing,feature_used,113,Web
2025-01-12,Dashboard,feature_used,280,Web
2025-01-12,Export,feature_used,181,Web
2025-01-12,Mobile App,session_start,166,Web
2025-01-12,Notifications,feature_used,142,Mobile
2025-01-12,Onboarding,feature_used,211,Web
2025-01-12,Reporting,feature_used,98,Web
2025-01-12,Search,feature_used,132,Web
2025-01-12,Security & Compliance,session_start,59,Mobile
2025-01-13,API,feature_used,240,Web
2025-01-13,Billing,feature_used,173,Mobile
2025-01-13,Dashboard,feature_used,475,Web
2025-01-13,Export,feature_used,313,Web
2025-01-13,Mobile App,session_start,293,Web
2025-01-13,Notifications,feature_used,216,Web
2025-01-13,Onboarding,export_click,320,Mobile
2025-01-13,Reporting,feature_used,200,Web
2025-01-13,Search,feature_used,194,Web
2025-01-13,Security & Compliance,feature_used,91,Web
2025-01-14,API,feature_used,262,Web
2025-01-14,Billing,export_click,151,Web
2025-01-14,Dashboard,session_start,507,Web
2025-01-14,Export,feature_used,303,Web
2025-01-14,Mobile App,export_click,296,Web
2025-01-14,Notifications,feature_used,229,Web
2025-01-14,Onboarding,feature_used,334,Mobile
2025-01-14,Reporting,export_click,194,Web
2025-01-14,Search,error,238,Web
2025-01-14,Security & Compliance,feature_used,92,Web
2025-01-15,API,session_start,255,Mobile
2025-01-15,Billing,feature_used,191,Web
2025-01-15,Dashboard,session_start,504,Web
2025-01-15,Export,export_click,288,Mobile
2025-01-15,Mobile App,click,251,Web
2025-01-15,Notifications,session_start,212,Mobile
2025-01-15,Onboarding,session_start,327,Web
2025-01-15,Reporting,feature_used,200,Mobile
2025-01-15,Search,session_start,191,Mobile
2025-01-15,Security & Compliance,session_start,79,Web
2025-01-16,API,feature_used,227,Web
2025-01-16,Billing,export_click,169,Web
2025-01-16,Dashboard,click,478,Web
2025-01-16,Export,session_start,300,Web
2025-01-16,Mobile App,click,261,Mobile
2025-01-16,Notifications,feature_used,202,Mobile
2025-01-16,Onboarding,feature_used,320,Web
2025-01-16,Reporting,export_click,178,Web
2025-01-16,Search,feature_used,233,Mobile
2025-01-16,Security & Compliance,feature_used,87,Web
2025-01-17,API,session_start,245,Web
2025-01-17,Billing,feature_used,162,Mobile
2025-01-17,Dashboard,session_start,473,Web
2025-01-17,Export,feature_used,259,Mobile
2025-01-17,Mobile App,error,260,Web
2025-01-17,Notifications,feature_used,190,Web
2025-01-17,Onboarding,click,313,Mobile
2025-01-17,Reporting,feature_used,172,Web
2025-01-17,Search,feature_used,195,Web
2025-01-17,Security & Compliance,feature_used,83,Web
2025-01-18,API,session_start,108,Web
2025-01-18,Billing,export_click,72,Web
2025-01-18,Dashboard,feature_used,287,Web
2025-01-18,Export,click,152,Mobile
2025-01-18,Mobile App,feature_used,160,Mobile
2025-01-18,Notifications,session_start,103,Mobile
2025-01-18,Onboarding,feature_used,179,Web
2025-01-18,Reporting,feature_used,100,Web
2025-01-18,Search,click,130,Mobile
2025-01-18,Security & Compliance,feature_used,49,Web
2025-01-19,API,feature_used,137,Mobile
2025-01-19,Billing,session_start,104,Web
2025-01-19,Dashboard,click,274,Web
2025-01-19,Export,feature_used,142,Web
2025-01-19,Mobile App,feature_used,166,Web
2025-01-19,Notifications,session_start,120,Web
2025-01-19,Onboarding,session_start,192,Web
2025-01-19,Reporting,session_start,101,Web
2025-01-19,Search,session_start,137,Web
2025-01-19,Security & Compliance,feature_used,39,Web
2025-01-20,API,session_start,197,Mobile
2025-01-20,Billing,session_start,142,Web
2025-01-20,Dark Mode,feature_used,140,Web
2025-01-20,Dashboard,feature_used,410,Mobile
2025-01-20,Export,feature_used,246,Mobile
2025-01-20,Mobile App,click,222,Mobile
2025-01-20,Notifications,feature_used,190,Web
2025-01-20,Onboarding,feature_used,289,Mobile
2025-01-20,Reporting,feature_used,176,Web
2025-01-20,Search,error,206,Web
2025-01-20,Security & Compliance,feature_used,97,Mobile
2025-01-21,API,feature_used,187,Web
2025-01-21,Billing,export_click,112,Web
2025-01-21,Dark Mode,feature_used,118,Mobile
2025-01-21,Dashboard,feature_used,436,Web
2025-01-21,Export,feature_used,230,Web
2025-01-21,Mobile App,feature_used,240,Web
2025-01-21,Notifications,export_click,176,Mobile
2025-01-21,Onboarding,feature_used,274,Web
2025-01-21,Reporting,session_start,141,Web
2025-01-21,Search,feature_used,163,Web
2025-01-21,Security & Compliance,feature_used,85,Web
2025-01-22,API,session_start,191,Mobile
2025-01-22,Billing,feature_used,149,Web
2025-01-22,Dark Mode,feature_used,127,Web
2025-01-22,Dashboard,feature_used,385,Web
2025-01-22,Export,click,220,Web
2025-01-22,Mobile App,feature_used,208,Web
2025-01-22,Notifications,feature_used,169,Web
2025-01-22,Onboarding,click,303,Web
2025-01-22,Reporting,export_click,182,Web
2025-01-22,Search,feature_used,181,Web
2025-01-22,Security & Compliance,export_click,74,Mobile
2025-01-23,API,click,188,Web
2025-01-23,Billing,session_start,147,Web
2025-01-23,Dark Mode,feature_used,125,Web
2025-01-23,Dashboard,feature_used,336,Web
2025-01-23,Export,feature_used,211,Web
2025-01-23,Mobile App,feature_used,202,Mobile
2025-01-23,Notifications,export_click,155,Web
2025-01-23,Onboarding,feature_used,269,Mobile
2025-01-23,Reporting,feature_used,146,Web
2025-01-23,Search,session_start,180,Web
2025-01-23,Security & Compliance,feature_used,60,Web
2025-01-24,API,feature_used,168,Web
2025-01-24,Billing,session_start,103,Web
2025-01-24,Dark Mode,feature_used,105,Mobile
2025-01-24,Dashboard,error,371,Web
2025-01-24,Export,export_click,208,Web
2025-01-24,Mobile App,feature_used,198,Web
2025-01-24,Notifications,feature_used,149,Web
2025-01-24,Onboarding,session_start,255,Web
2025-01-24,Reporting,export_click,141,Web
2025-01-24,Search,export_click,154,Web
2025-01-24,Security & Compliance,click,65,Web
2025-01-25,API,error,117,Web
2025-01-25,Billing,feature_used,76,Web
2025-01-25,Dark Mode,session_start,55,Mobile
2025-01-25,Dashboard,feature_used,192,Web
2025-01-25,Export,feature_used,129,Mobile
2025-01-25,Mobile App,feature_used,117,Mobile
2025-01-25,Notifications,feature_used,83,Mobile
2025-01-25,Onboarding,feature_used,153,Web
2025-01-25,Reporting,feature_used,68,Web
2025-01-25,Search,feature_used,105,Web
2025-01-25,Security & Compliance,feature_used,37,Web
2025-01-26,API,feature_used,93,Web
2025-01-26,Billing,click,62,Mobile
2025-01-26,Dark Mode,feature_used,69,Mobile
2025-01-26,Dashboard,feature_used,169,Mobile
2025-01-26,Export,click,113,Web
2025-01-26,Mobile App,error,91,Web
2025-01-26,Notifications,feature_used,77,Mobile
2025-01-26,Onboarding,feature_used,129,Web
2025-01-26,Reporting,feature_used,56,Mobile
2025-01-26,Search,feature_used,73,Web
2025-01-26,Security & Compliance,session_start,38,Mobile
2025-01-27,API,feature_used,129,Mobile
2025-01-27,Billing,feature_used,90,Web
2025-01-27,Dark Mode,session_start,104,Web
2025-01-27,Dashboard,click,312,Web
2025-01-27,Export,feature_used,167,Mobile
2025-01-27,Mobile App,click,158,Web
2025-01-27,Notifications,session_start,114,Web
2025-01-27,Onboarding,feature_used,208,Web
2025-01-27,Reporting,feature_used,122,Web
2025-01-27,Search,feature_used,151,Web
2025-01-27,Security & Compliance,feature_used,73,Web
2025-01-28,API,feature_used,131,Web
2025-01-28,Billing,feature_used,89,Web
2025-01-28,Dark Mode,click,79,Mobile
2025-01-28,Dashboard,feature_used,268,Web
2025-01-28,Export,feature_used,169,Web
2025-01-28,Mobile App,export_click,160,Web
2025-01-28,Notifications,feature_used,111,Web
2025-01-28,Onboarding,feature_used,218,Mobile
2025-01-28,Reporting,feature_used,97,Web
2025-01-28,Search,click,135,Mobile
2025-01-28,Security & Compliance,click,51,Web
2025-01-29,API,click,124,Web
2025-01-29,Billing,feature_used,89,Web
2025-01-29,Dark Mode,click,95,Mobile
2025-01-29,Dashboard,feature_used,227,Mobile
2025-01-29,Export,feature_used,157,Mobile
2025-01-29,Mobile App,feature_used,150,Web
2025-01-29,Notifications,session_start,109,Web
2025-01-29,Onboarding,error,189,Web
2025-01-29,Reporting,feature_used,115,Web
2025-01-29,Search,feature_used,121,Web
2025-01-29,Security & Compliance,feature_used,55,Web
2025-01-30,API,feature_used,124,Web
2025-01-30,Billing,click,83,Web
2025-01-30,Dark Mode,feature_used,96,Web
2025-01-30,Dashboard,feature_used,260,Mobile
2025-01-30,Export,session_start,144,Web
2025-01-30,Mobile App,feature_used,147,Mobile
2025-01-30,Notifications,feature_used,90,Web
2025-01-30,Onboarding,session_start,183,Mobile
2025-01-30,Reporting,feature_used,113,Web
2025-01-30,Search,feature_used,118,Web
2025-01-30,Security & Compliance,click,47,Web
2025-01-31,API,session_start,131,Web
2025-01-31,Billing,feature_used,85,Mobile
2025-01-31,Dark Mode,export_click,80,Web
2025-01-31,Dashboard,session_start,256,Web
2025-01-31,Export,feature_used,147,Web
2025-01-31,Mobile App,error,139,Web
2025-01-31,Notifications,export_click,117,Mobile
2025-01-31,Onboarding,feature_used,163,Web
2025-01-31,Reporting,session_start,101,Web
2025-01-31,Search,click,101,Web
2025-01-31,Security & Compliance,session_start,71,Web
2025-02-01,API,feature_used,70,Web
2025-02-01,Billing,export_click,57,Web
2025-02-01,Dark Mode,click,50,Web
2025-02-01,Dashboard,export_click,132,Web
2025-02-01,Export,click,95,Mobile
2025-02-01,Mobile App,feature_used,89,Web
2025-02-01,Notifications,export_click,52,Mobile
2025-02-01,Onboarding,feature_used,89,Web
2025-02-01,Reporting,export_click,51,Web
2025-02-01,Search,feature_used,61,Web
2025-02-01,Security & Compliance,feature_used,16,Mobile
2025-02-02,API,feature_used,89,Web
2025-02-02,Billing,feature_used,50,Mobile
2025-02-02,Dark Mode,feature_used,55,Web
2025-02-02,Dashboard,feature_used,137,Web
2025-02-02,Export,click,101,Web
2025-02-02,Mobile App,session_start,80,Web
2025-02-02,Notifications,session_start,60,Web
2025-02-02,Onboarding,session_start,90,Web
2025-02-02,Reporting,feature_used,61,Web
2025-02-02,Search,feature_used,79,Mobile
2025-02-02,Security & Compliance,feature_used,30,Web
2025-02-03,API,feature_used,108,Web
2025-02-03,Billing,session_start,95,Web
2025-02-03,Dark Mode,feature_used,74,Web
2025-02-03,Dashboard,click,230,Web
2025-02-03,Export,feature_used,143,Web
2025-02-03,Mobile App,feature_used,154,Mobile
2025-02-03,Notifications,session_start,91,Web
2025-02-03,Onboarding,session_start,150,Web
2025-02-03,Reporting,click,106,Web
2025-02-03,Search,click,92,Web
2025-02-03,Security & Compliance,feature_used,47,Web
2025-02-04,API,click,137,Web
2025-02-04,Billing,feature_used,67,Web
2025-02-04,Dark Mode,feature_used,72,Web
2025-02-04,Dashboard,feature_used,225,Web
2025-02-04,Export,feature_used,120,Web
2025-02-04,Mobile App,error,142,Web
2025-02-04,Notifications,click,83,Mobile
2025-02-04,Onboarding,export_click,157,Web
2025-02-04,Reporting,feature_used,99,Web
2025-02-04,Search,feature_used,127,Web
2025-02-04,Security & Compliance,session_start,49,Mobile
2025-02-05,API,feature_used,121,Mobile
2025-02-05,Billing,click,92,Web
2025-02-05,Dark Mode,feature_used,77,Web
2025-02-05,Dashboard,click,276,Web
2025-02-05,Export,click,126,Web
2025-02-05,Mobile App,export_click,130,Web
2025-02-05,Notifications,feature_used,96,Web
2025-02-05,Onboarding,session_start,192,Mobile
2025-02-05,Reporting,error,102,Web
2025-02-05,Search,feature_used,103,Mobile
2025-02-05,Security & Compliance,click,45,Web
2025-02-06,API,feature_used,117,Web
2025-02-06,Billing,click,76,Web
2025-02-06,Dark Mode,feature_used,69,Web
2025-02-06,Dashboard,feature_used,261,Web
2025-02-06,Export,feature_used,129,Mobile
2025-02-06,Mobile App,export_click,134,Web
2025-02-06,Notifications,click,95,Web
2025-02-06,Onboarding,feature_used,196,Web
2025-02-06,Reporting,session_start,108,Web
2025-02-06,Search,click,124,Web
2025-02-06,Security & Compliance,feature_used,62,Mobile
2025-02-07,API,click,114,Web
2025-02-07,Billing,error,98,Mobile
2025-02-07,Dark Mode,session_start,104,Web
2025-02-07,Dashboard,click,261,Mobile
2025-02-07,Export,session_start,136,Web
2025-02-07,Mobile App,feature_used,169,Web
2025-02-07,Notifications,feature_used,110,Web
2025-02-07,Onboarding,export_click,168,Web
2025-02-07,Reporting,feature_used,100,Web
2025-02-07,Search,feature_used,128,Web
2025-02-07,Security & Compliance,feature_used,51,Web
2025-02-08,API,feature_used,95,Web
2025-02-08,Billing,feature_used,52,Web
2025-02-08,Dark Mode,feature_used,45,Web
2025-02-08,Dashboard,click,177,Web
2025-02-08,Export,feature_used,92,Web
2025-02-08,Mobile App,session_start,92,Web
2025-02-08,Notifications,session_start,55,Mobile
2025-02-08,Onboarding,session_start,120,Web
2025-02-08,Reporting,feature_used,70,Web
2025-02-08,Search,session_start,79,Web
2025-02-08,Security & Compliance,error,26,Web
2025-02-09,API,feature_used,90,Web
2025-02-09,Billing,feature_used,63,Web
2025-02-09,Dark Mode,feature_used,61,Web
2025-02-09,Dashboard,feature_used,159,Web
2025-02-09,Export,click,107,Web
2025-02-09,Mobile App,session_start,100,Web
2025-02-09,Notifications,click,75,Web
2025-02-09,Onboarding,export_click,109,Web
2025-02-09,Reporting,feature_used,83,Web
2025-02-09,Search,feature_used,87,Web
2025-02-09,Security & Compliance,feature_used,35,Web
2025-02-10,API,feature_used,149,Mobile
2025-02-10,Billing,click,103,Mobile
2025-02-10,Dark Mode,feature_used,95,Web
2025-02-10,Dashboard,feature_used,327,Mobile
2025-02-10,Export,feature_used,165,Web
2025-02-10,Mobile App,feature_used,157,Web
2025-02-10,Notifications,export_click,125,Web
2025-02-10,Onboarding,feature_used,221,Web
2025-02-10,Reporting,feature_used,137,Web
2025-02-10,Search,feature_used,140,Web
2025-02-10,Security & Compliance,feature_used,57,Web
2025-02-10,Slack Integration,feature_used,42,Web
2025-02-11,API,session_start,176,Web
2025-02-11,Billing,click,107,Mobile
2025-02-11,Dark Mode,feature_used,109,Web
2025-02-11,Dashboard,click,290,Web
2025-02-11,Export,session_start,165,Web
2025-02-11,Mobile App,session_start,155,Web
2025-02-11,Notifications,session_start,132,Mobile
2025-02-11,Onboarding,session_start,213,Web
2025-02-11,Reporting,feature_used,117,Web
2025-02-11,Search,feature_used,147,Web
2025-02-11,Security & Compliance,feature_used,80,Web
2025-02-11,Slack Integration,click,46,Mobile
2025-02-12,API,session_start,174,Web
2025-02-12,Billing,session_start,123,Mobile
2025-02-12,Dark Mode,feature_used,91,Web
2025-02-12,Dashboard,feature_used,316,Web
2025-02-12,Export,click,182,Mobile
2025-02-12,Mobile App,click,194,Web
2025-02-12,Notifications,feature_used,142,Web
2025-02-12,Onboarding,click,268,Mobile
2025-02-12,Reporting,click,148,Web
2025-02-12,Search,session_start,154,Web
2025-02-12,Security & Compliance,feature_used,70,Mobile
2025-02-12,Slack Integration,error,41,Web
2025-02-13,API,feature_used,148,Web
2025-02-13,Billing,feature_used,118,Web
2025-02-13,Dark Mode,session_start,107,Mobile
2025-02-13,Dashboard,feature_used,348,Web
2025-02-13,Export,click,211,Web
2025-02-13,Mobile App,feature_used,202,Web
2025-02-13,Notifications,click,140,Web
2025-02-13,Onboarding,feature_used,282,Mobile
2025-02-13,Reporting,feature_used,136,Mobile
2025-02-13,Search,feature_used,165,Web
2025-02-13,Security & Compliance,session_start,78,Web
2025-02-13,Slack Integration,session_start,63,Mobile
2025-02-14,API,feature_used,189,Web
2025-02-14,Billing,feature_used,142,Mobile
2025-02-14,Dark Mode,feature_used,137,Web
2025-02-14,Dashboard,feature_used,365,Web
2025-02-14,Export,feature_used,203,Web
2025-02-14,Mobile App,feature_used,213,Mobile
2025-02-14,Notifications,feature_used,141,Web
2025-02-14,Onboarding,export_click,238,Web
2025-02-14,Reporting,session_start,144,Web
2025-02-14,Search,session_start,180,Web
2025-02-14,Security & Compliance,error,76,Web
2025-02-14,Slack Integration,session_start,49,Web
2025-02-15,API,feature_used,111,Web
2025-02-15,Billing,feature_used,74,Web
2025-02-15,Dark Mode,session_start,83,Web
2025-02-15,Dashboard,session_start,211,Web
2025-02-15,Export,session_start,132,Mobile
2025-02-15,Mobile App,feature_used,122,Mobile
2025-02-15,Notifications,feature_used,78,Mobile
2025-02-15,Onboarding,feature_used,157,Web
2025-02-15,Reporting,click,102,Web
2025-02-15,Search,feature_used,109,Mobile
2025-02-15,Security & Compliance,feature_used,47,Web
2025-02-15,Slack Integration,feature_used,37,Mobile
2025-02-16,API,feature_used,119,Web
2025-02-16,Billing,feature_used,84,Web
2025-02-16,Dark Mode,feature_used,73,Mobile
2025-02-16,Dashboard,session_start,256,Mobile
2025-02-16,Export,feature_used,117,Web
2025-02-16,Mobile App,click,157,Web
2025-02-16,Notifications,feature_used,109,Web
2025-02-16,Onboarding,feature_used,169,Web
2025-02-16,Reporting,session_start,84,Web
2025-02-16,Search,feature_used,125,Mobile
2025-02-16,Security & Compliance,feature_used,50,Mobile
2025-02-16,Slack Integration,feature_used,36,Web
2025-02-17,API,feature_used,211,Web
2025-02-17,Billing,session_start,164,Web
2025-02-17,Dark Mode,feature_used,140,Web
2025-02-17,Dashboard,feature_used,453,Web
2025-02-17,Export,feature_used,244,Web
2025-02-17,Mobile App,export_click,223,Web
2025-02-17,Notifications,feature_used,180,Web
2025-02-17,Onboarding,export_click,320,Web
2025-02-17,Reporting,feature_used,166,Web
2025-02-17,Search,feature_used,193,Web
2025-02-17,Security & Compliance,feature_used,86,Mobile
2025-02-17,Slack Integration,feature_used,54,Web
2025-02-18,API,session_start,246,Web
2025-02-18,Billing,feature_used,167,Web
2025-02-18,Dark Mode,session_start,145,Mobile
2025-02-18,Dashboard,feature_used,473,Web
2025-02-18,Export,session_start,240,Web
2025-02-18,Mobile App,click,261,Mobile
2025-02-18,Notifications,feature_used,195,Web
2025-02-18,Onboarding,session_start,322,Mobile
2025-02-18,Reporting,feature_used,187,Web
2025-02-18,Search,feature_used,210,Web
2025-02-18,Security & Compliance,feature_used,89,Web
2025-02-18,Slack Integration,feature_used,62,Web
2025-02-19,API,click,238,Web
2025-02-19,Billing,click,154,Web
2025-02-19,Dark Mode,feature_used,162,Mobile
2025-02-19,Dashboard,feature_used,447,Web
2025-02-19,Export,feature_used,233,Mobile
2025-02-19,Mobile App,session_start,249,Web
2025-02-19,Notifications,session_start,192,Web
2025-02-19,Onboarding,feature_used,266,Web
2025-02-19,Reporting,feature_used,173,Mobile
2025-02-19,Search,feature_used,231,Web
2025-02-19,Security & Compliance,feature_used,99,Web
2025-02-19,Slack Integration,error,64,Web
2025-02-20,API,feature_used,260,Web
2025-02-20,Billing,session_start,171,Mobile
2025-02-20,Bulk CSV Export,feature_used,68,Mobile
2025-02-20,Dark Mode,feature_used,150,Web
2025-02-20,Dashboard,feature_used,478,Web
2025-02-20,Export,feature_used,250,Web
2025-02-20,Mobile App,feature_used,293,Web
2025-02-20,Notifications,feature_used,177,Web
2025-02-20,Onboarding,feature_used,318,Web
2025-02-20,Reporting,session_start,203,Web
2025-02-20,Search,click,223,Mobile
2025-02-20,Security & Compliance,session_start,96,Mobile
2025-02-20,Slack Integration,session_start,62,Mobile
2025-02-21,API,feature_used,251,Mobile
2025-02-21,Billing,feature_used,153,Web
2025-02-21,Bulk CSV Export,session_start,76,Web
2025-02-21,Dark Mode,session_start,170,Web
2025-02-21,Dashboard,click,450,Web
2025-02-21,Export,feature_used,287,Web
2025-02-21,Mobile App,session_start,282,Mobile
2025-02-21,Notifications,session_start,198,Mobile
2025-02-21,Onboarding,click,343,Web
2025-02-21,Reporting,click,184,Web
2025-02-21,Search,session_start,230,Web
2025-02-21,Security & Compliance,session_start,80,Web
2025-02-21,Slack Integration,feature_used,55,Web
2025-02-22,API,feature_used,183,Mobile
2025-02-22,Billing,session_start,115,Web
2025-02-22,Bulk CSV Export,export_click,58,Mobile
2025-02-22,Dark Mode,feature_used,85,Web
2025-02-22,Dashboard,feature_used,286,Web
2025-02-22,Export,feature_used,155,Web
2025-02-22,Mobile App,feature_used,181,Web
2025-02-22,Notifications,export_click,110,Mobile
2025-02-22,Onboarding,click,184,Web
2025-02-22,Reporting,feature_used,104,Mobile
2025-02-22,Search,feature_used,138,Web
2025-02-22,Security & Compliance,feature_used,71,Web
2025-02-22,Slack Integration,feature_used,34,Web
2025-02-23,API,export_click,154,Web
2025-02-23,Billing,feature_used,97,Web
2025-02-23,Bulk CSV Export,feature_used,36,Web
2025-02-23,Dark Mode,feature_used,84,Mobile
2025-02-23,Dashboard,session_start,316,Web
2025-02-23,Export,export_click,169,Web
2025-02-23,Mobile App,feature_used,173,Web
2025-02-23,Notifications,session_start,117,Web
2025-02-23,Onboarding,feature_used,221,Web
2025-02-23,Reporting,session_start,92,Mobile
2025-02-23,Search,session_start,148,Web
2025-02-23,Security & Compliance,feature_used,58,Web
2025-02-23,Slack Integration,session_start,43,Mobile
2025-02-24,API,session_start,210,Web
2025-02-24,Billing,click,178,Mobile
2025-02-24,Bulk CSV Export,session_start,90,Mobile
2025-02-24,Dark Mode,feature_used,164,Web
2025-02-24,Dashboard,feature_used,488,Web
2025-02-24,Export,session_start,285,Web
2025-02-24,Mobile App,feature_used,286,Mobile
2025-02-24,Notifications,click,185,Mobile
2025-02-24,Onboarding,feature_used,339,Web
2025-02-24,Reporting,feature_used,204,Web
2025-02-24,Search,session_start,221,Web
2025-02-24,Security & Compliance,feature_used,107,Web
2025-02-24,Slack Integration,click,57,Web
2025-02-25,API,feature_used,278,Web
2025-02-25,Billing,click,172,Web
2025-02-25,Bulk CSV Export,click,93,Web
2025-02-25,Dark Mode,export_click,154,Web
2025-02-25,Dashboard,feature_used,505,Mobile
2025-02-25,Export,session_start,283,Mobile
2025-02-25,Mobile App,feature_used,286,Web
2025-02-25,Notifications,session_start,195,Web
2025-02-25,Onboarding,feature_used,370,Mobile
2025-02-25,Reporting,feature_used,216,Web
2025-02-25,Search,session_start,233,Web
2025-02-25,Security & Compliance,session_start,109,Web
2025-02-25,Slack Integration,feature_used,66,Web
2025-02-26,API,feature_used,259,Web
2025-02-26,Billing,click,158,Web
2025-02-26,Bulk CSV Export,click,91,Mobile
2025-02-26,Dark Mode,feature_used,163,Web
2025-02-26,Dashboard,session_start,493,Web
2025-02-26,Export,session_start,265,Web
2025-02-26,Mobile App,click,277,Web
2025-02-26,Notifications,feature_used,201,Web
2025-02-26,Onboarding,feature_used,378,Web
2025-02-26,Reporting,feature_used,180,Mobile
2025-02-26,Search,session_start,218,Web
2025-02-26,Security & Compliance,feature_used,104,Web
2025-02-26,Slack Integration,feature_used,69,Web
2025-02-27,API,session_start,270,Web
2025-02-27,Billing,feature_used,161,Web
2025-02-27,Bulk CSV Export,feature_used,76,Web
2025-02-27,Dark Mode,feature_used,137,Web
2025-02-27,Dashboard,session_start,525,Web
2025-02-27,Export,feature_used,275,Web
2025-02-27,Mobile App,click,269,Web
2025-02-27,Notifications,export_click,205,Web
2025-02-27,Onboarding,feature_used,314,Web
